category,value,country_code,substitution,metric
China,28.036743778510388,chn,presub,rate
China,28.036743778510388,chn,postsub,rate
China,13.62,chn,presub,import_share
China,7.973530076283132,chn,postsub,import_share
Canada,13.999793271134198,ca,presub,rate
Canada,13.999793271134198,ca,postsub,rate
Canada,12.629999999999999,ca,presub,import_share
Canada,16.530273789840606,ca,postsub,import_share
Mexico,13.18123249661763,mx,presub,rate
Mexico,13.18123249661763,mx,postsub,rate
Mexico,15.481,mx,presub,import_share
Mexico,18.680627289798828,mx,postsub,import_share
Rest of World,14.874592143425774,row,presub,rate
Rest of World,14.874592143425774,row,postsub,rate
Rest of World,58.269000000000005,row,presub,import_share
Rest of World,56.81556884407745,row,postsub,import_share
Total,16.294641091631505,total,presub,rate
Total,15.46314340973892,total,postsub,rate
Total,100,total,presub,import_share
Total,100,total,postsub,import_share
