category,value,country_code,substitution,metric
China,27.893650104865955,chn,presub,rate
China,27.893650104865955,chn,postsub,rate
China,13.62,chn,presub,import_share
China,8.677230756639217,chn,postsub,import_share
China,3.7991151442827427,chn,presub,contribution
China,2.420396386048756,chn,postsub,contribution
Canada,14.089274166253059,ca,presub,rate
Canada,14.089274166253059,ca,postsub,rate
Canada,12.629999999999999,ca,presub,import_share
Canada,16.94414441197405,ca,postsub,import_share
Canada,1.7794753271977612,ca,presub,contribution
Canada,2.387306961328871,ca,postsub,contribution
Mexico,12.070387048984097,mx,presub,rate
Mexico,12.070387048984097,mx,postsub,rate
Mexico,15.481,mx,presub,import_share
Mexico,19.205693549824424,mx,postsub,import_share
Mexico,1.868616619053228,mx,presub,contribution
Mexico,2.3182015469055814,mx,postsub,contribution
Rest of World,17.802403024837893,row,presub,rate
Rest of World,17.802403024837893,row,postsub,rate
Rest of World,58.269000000000005,row,presub,import_share
Rest of World,55.17293128156231,row,postsub,import_share
Rest of World,10.373282218542792,row,presub,contribution
Rest of World,9.82210758736058,row,postsub,contribution
Total,17.820489309076525,total,presub,rate
Total,16.94801248164379,total,postsub,rate
Total,100,total,presub,import_share
Total,100,total,postsub,import_share
Total,17.820489309076525,total,presub,contribution
Total,16.94801248164379,total,postsub,contribution
