category,value,country_code,substitution,metric
China,24.0217942370347,chn,presub,rate
China,22.8343328626517,chn,postsub,rate
China,13.3808291343845,chn,presub,import_share
China,8.59305563500598,chn,postsub,import_share
China,3.21431524187103,chn,presub,contribution
China,1.96216692677011,chn,postsub,contribution
Canada,8.12433654149082,ca,presub,rate
Canada,5.31964467005097,ca,postsub,rate
Canada,12.5638177399534,ca,presub,import_share
Canada,15.8246279881369,ca,postsub,import_share
Canada,1.02072683565334,ca,presub,contribution
Canada,0.84181397932632,ca,postsub,contribution
Mexico,12.7801017320835,mx,presub,rate
Mexico,11.1366635526453,mx,postsub,rate
Mexico,15.7378472382499,mx,presub,import_share
Mexico,18.6945215024081,mx,postsub,import_share
Mexico,2.01131288748822,mx,presub,contribution
Mexico,2.08194596250012,mx,postsub,contribution
Rest of World,14.08396381383,row,presub,rate
Rest of World,12.3843541756649,row,postsub,rate
Rest of World,58.3175058874122,row,presub,import_share
Rest of World,56.88779487444901,row,postsub,import_share
Rest of World,8.2134164263113,row,presub,contribution
Rest of World,7.04518599997752,row,postsub,contribution
Total,14.4597713913239,total,presub,rate
Total,11.9311128685741,total,postsub,rate
Total,100,total,presub,import_share
Total,100,total,postsub,import_share
Total,14.4597713913239,total,presub,contribution
Total,11.9311128685741,total,postsub,contribution
