year,series,value
1790,historical,12.5
1790,current_average_postsub,18.53588492447341
1790,current_average_presub,26.998254235650997
1791,historical,10
1791,current_average_postsub,18.53588492447341
1791,current_average_presub,26.998254235650997
1792,historical,15.63
1792,current_average_postsub,18.53588492447341
1792,current_average_presub,26.998254235650997
1793,historical,22.58
1793,current_average_postsub,18.53588492447341
1793,current_average_presub,26.998254235650997
1794,historical,30
1794,current_average_postsub,18.53588492447341
1794,current_average_presub,26.998254235650997
1795,historical,17.46
1795,current_average_postsub,18.53588492447341
1795,current_average_presub,26.998254235650997
1796,historical,22.81
1796,current_average_postsub,18.53588492447341
1796,current_average_presub,26.998254235650997
1797,historical,24
1797,current_average_postsub,18.53588492447341
1797,current_average_presub,26.998254235650997
1798,historical,31.58
1798,current_average_postsub,18.53588492447341
1798,current_average_presub,26.998254235650997
1799,historical,44.44
1799,current_average_postsub,18.53588492447341
1799,current_average_presub,26.998254235650997
1800,historical,29.63
1800,current_average_postsub,18.53588492447341
1800,current_average_presub,26.998254235650997
1801,historical,29.85
1801,current_average_postsub,18.53588492447341
1801,current_average_presub,26.998254235650997
1802,historical,34.88
1802,current_average_postsub,18.53588492447341
1802,current_average_presub,26.998254235650997
1803,historical,26.92
1803,current_average_postsub,18.53588492447341
1803,current_average_presub,26.998254235650997
1804,historical,41.18
1804,current_average_postsub,18.53588492447341
1804,current_average_presub,26.998254235650997
1805,historical,33.33
1805,current_average_postsub,18.53588492447341
1805,current_average_presub,26.998254235650997
1806,historical,34.21
1806,current_average_postsub,18.53588492447341
1806,current_average_presub,26.998254235650997
1807,historical,31.76
1807,current_average_postsub,18.53588492447341
1807,current_average_presub,26.998254235650997
1808,historical,24.44
1808,current_average_postsub,18.53588492447341
1808,current_average_presub,26.998254235650997
1809,historical,30
1809,current_average_postsub,18.53588492447341
1809,current_average_presub,26.998254235650997
1810,historical,26.15
1810,current_average_postsub,18.53588492447341
1810,current_average_presub,26.998254235650997
1811,historical,23.81
1811,current_average_postsub,18.53588492447341
1811,current_average_presub,26.998254235650997
1812,historical,21.43
1812,current_average_postsub,18.53588492447341
1812,current_average_presub,26.998254235650997
1813,historical,36.84
1813,current_average_postsub,18.53588492447341
1813,current_average_presub,26.998254235650997
1814,historical,30.77
1814,current_average_postsub,18.53588492447341
1814,current_average_presub,26.998254235650997
1815,historical,48.1
1815,current_average_postsub,18.53588492447341
1815,current_average_presub,26.998254235650997
1816,historical,24.63
1816,current_average_postsub,18.53588492447341
1816,current_average_presub,26.998254235650997
1817,historical,26.83
1817,current_average_postsub,18.53588492447341
1817,current_average_presub,26.998254235650997
1818,historical,24.07
1818,current_average_postsub,18.53588492447341
1818,current_average_presub,26.998254235650997
1819,historical,28.38
1819,current_average_postsub,18.53588492447341
1819,current_average_presub,26.998254235650997
1820,historical,29.82
1820,current_average_postsub,18.53588492447341
1820,current_average_presub,26.998254235650997
1821,historical,43.21
1821,current_average_postsub,18.53588492447341
1821,current_average_presub,26.998254235650997
1822,historical,35.23
1822,current_average_postsub,18.53588492447341
1822,current_average_presub,26.998254235650997
1823,historical,43.69
1823,current_average_postsub,18.53588492447341
1823,current_average_presub,26.998254235650997
1824,historical,47.39
1824,current_average_postsub,18.53588492447341
1824,current_average_presub,26.998254235650997
1825,historical,47.72
1825,current_average_postsub,18.53588492447341
1825,current_average_presub,26.998254235650997
1826,historical,45.28
1826,current_average_postsub,18.53588492447341
1826,current_average_presub,26.998254235650997
1827,historical,50.93
1827,current_average_postsub,18.53588492447341
1827,current_average_presub,26.998254235650997
1828,historical,44.74
1828,current_average_postsub,18.53588492447341
1828,current_average_presub,26.998254235650997
1829,historical,50.73
1829,current_average_postsub,18.53588492447341
1829,current_average_presub,26.998254235650997
1830,historical,57.32
1830,current_average_postsub,18.53588492447341
1830,current_average_presub,26.998254235650997
1831,historical,44.23
1831,current_average_postsub,18.53588492447341
1831,current_average_presub,26.998254235650997
1832,historical,38.97
1832,current_average_postsub,18.53588492447341
1832,current_average_presub,26.998254235650997
1833,historical,28.99
1833,current_average_postsub,18.53588492447341
1833,current_average_presub,26.998254235650997
1834,historical,21.83
1834,current_average_postsub,18.53588492447341
1834,current_average_presub,26.998254235650997
1835,historical,21.25
1835,current_average_postsub,18.53588492447341
1835,current_average_presub,26.998254235650997
1836,historical,19.51
1836,current_average_postsub,18.53588492447341
1836,current_average_presub,26.998254235650997
1837,historical,16.05
1837,current_average_postsub,18.53588492447341
1837,current_average_presub,26.998254235650997
1838,historical,23.11
1838,current_average_postsub,18.53588492447341
1838,current_average_presub,26.998254235650997
1839,historical,17.57
1839,current_average_postsub,18.53588492447341
1839,current_average_presub,26.998254235650997
1840,historical,17.6
1840,current_average_postsub,18.53588492447341
1840,current_average_presub,26.998254235650997
1841,historical,17.37
1841,current_average_postsub,18.53588492447341
1841,current_average_presub,26.998254235650997
1842,historical,18.96
1842,current_average_postsub,18.53588492447341
1842,current_average_presub,26.998254235650997
1843,historical,20.13
1843,current_average_postsub,18.53588492447341
1843,current_average_presub,26.998254235650997
1844,historical,30.5
1844,current_average_postsub,18.53588492447341
1844,current_average_presub,26.998254235650997
1845,historical,29.34
1845,current_average_postsub,18.53588492447341
1845,current_average_presub,26.998254235650997
1846,historical,27.7
1846,current_average_postsub,18.53588492447341
1846,current_average_presub,26.998254235650997
1847,historical,24.2
1847,current_average_postsub,18.53588492447341
1847,current_average_presub,26.998254235650997
1848,historical,23.49
1848,current_average_postsub,18.53588492447341
1848,current_average_presub,26.998254235650997
1849,historical,23.41
1849,current_average_postsub,18.53588492447341
1849,current_average_presub,26.998254235650997
1850,historical,24.5
1850,current_average_postsub,18.53588492447341
1850,current_average_presub,26.998254235650997
1851,historical,24.26
1851,current_average_postsub,18.53588492447341
1851,current_average_presub,26.998254235650997
1852,historical,24.35
1852,current_average_postsub,18.53588492447341
1852,current_average_presub,26.998254235650997
1853,historical,23.37
1853,current_average_postsub,18.53588492447341
1853,current_average_presub,26.998254235650997
1854,historical,23.52
1854,current_average_postsub,18.53588492447341
1854,current_average_presub,26.998254235650997
1855,historical,23.36
1855,current_average_postsub,18.53588492447341
1855,current_average_presub,26.998254235650997
1856,historical,21.68
1856,current_average_postsub,18.53588492447341
1856,current_average_presub,26.998254235650997
1857,historical,19.09
1857,current_average_postsub,18.53588492447341
1857,current_average_presub,26.998254235650997
1858,historical,17.33
1858,current_average_postsub,18.53588492447341
1858,current_average_presub,26.998254235650997
1859,historical,15.43
1859,current_average_postsub,18.53588492447341
1859,current_average_presub,26.998254235650997
1860,historical,15.67
1860,current_average_postsub,18.53588492447341
1860,current_average_presub,26.998254235650997
1861,historical,14.21
1861,current_average_postsub,18.53588492447341
1861,current_average_presub,26.998254235650997
1862,historical,26.08
1862,current_average_postsub,18.53588492447341
1862,current_average_presub,26.998254235650997
1863,historical,28.28
1863,current_average_postsub,18.53588492447341
1863,current_average_presub,26.998254235650997
1864,historical,32.04
1864,current_average_postsub,18.53588492447341
1864,current_average_presub,26.998254235650997
1865,historical,38.46
1865,current_average_postsub,18.53588492447341
1865,current_average_presub,26.998254235650997
1866,historical,41.81
1866,current_average_postsub,18.53588492447341
1866,current_average_presub,26.998254235650997
1867,historical,44.56
1867,current_average_postsub,18.53588492447341
1867,current_average_presub,26.998254235650997
1868,historical,46.56
1868,current_average_postsub,18.53588492447341
1868,current_average_presub,26.998254235650997
1869,historical,44.76
1869,current_average_postsub,18.53588492447341
1869,current_average_presub,26.998254235650997
1870,historical,44.89
1870,current_average_postsub,18.53588492447341
1870,current_average_presub,26.998254235650997
1871,historical,40.51
1871,current_average_postsub,18.53588492447341
1871,current_average_presub,26.998254235650997
1872,historical,37.99
1872,current_average_postsub,18.53588492447341
1872,current_average_presub,26.998254235650997
1873,historical,27.9
1873,current_average_postsub,18.53588492447341
1873,current_average_presub,26.998254235650997
1874,historical,28.29
1874,current_average_postsub,18.53588492447341
1874,current_average_presub,26.998254235650997
1875,historical,29.36
1875,current_average_postsub,18.53588492447341
1875,current_average_presub,26.998254235650997
1876,historical,31.25
1876,current_average_postsub,18.53588492447341
1876,current_average_presub,26.998254235650997
1877,historical,29.2
1877,current_average_postsub,18.53588492447341
1877,current_average_presub,26.998254235650997
1878,historical,29
1878,current_average_postsub,18.53588492447341
1878,current_average_presub,26.998254235650997
1879,historical,30.33
1879,current_average_postsub,18.53588492447341
1879,current_average_presub,26.998254235650997
1880,historical,29.12
1880,current_average_postsub,18.53588492447341
1880,current_average_presub,26.998254235650997
1881,historical,29.79
1881,current_average_postsub,18.53588492447341
1881,current_average_presub,26.998254235650997
1882,historical,30.16
1882,current_average_postsub,18.53588492447341
1882,current_average_presub,26.998254235650997
1883,historical,30.04
1883,current_average_postsub,18.53588492447341
1883,current_average_presub,26.998254235650997
1884,historical,28.5
1884,current_average_postsub,18.53588492447341
1884,current_average_presub,26.998254235650997
1885,historical,30.75
1885,current_average_postsub,18.53588492447341
1885,current_average_presub,26.998254235650997
1886,historical,30.35
1886,current_average_postsub,18.53588492447341
1886,current_average_presub,26.998254235650997
1887,historical,31.52
1887,current_average_postsub,18.53588492447341
1887,current_average_presub,26.998254235650997
1888,historical,30.55
1888,current_average_postsub,18.53588492447341
1888,current_average_presub,26.998254235650997
1889,historical,30.02
1889,current_average_postsub,18.53588492447341
1889,current_average_presub,26.998254235650997
1890,historical,29.59
1890,current_average_postsub,18.53588492447341
1890,current_average_presub,26.998254235650997
1891,historical,25.65
1891,current_average_postsub,18.53588492447341
1891,current_average_presub,26.998254235650997
1892,historical,21.65
1892,current_average_postsub,18.53588492447341
1892,current_average_presub,26.998254235650997
1893,historical,23.91
1893,current_average_postsub,18.53588492447341
1893,current_average_presub,26.998254235650997
1894,historical,20.56
1894,current_average_postsub,18.53588492447341
1894,current_average_presub,26.998254235650997
1895,historical,20.44
1895,current_average_postsub,18.53588492447341
1895,current_average_presub,26.998254235650997
1896,historical,20.67
1896,current_average_postsub,18.53588492447341
