category,value,country_code,substitution,metric
China,27.893650104865955,chn,presub,rate
China,27.893650104865955,chn,postsub,rate
China,13.62,chn,presub,import_share
China,7.082240864155969,chn,postsub,import_share
China,3.7991151442827427,chn,presub,contribution
China,1.9754954862315008,chn,postsub,contribution
Canada,11.159373329326176,ca,presub,rate
Canada,11.159373329326176,ca,postsub,rate
Canada,12.629999999999999,ca,presub,import_share
Canada,16.164227726258485,ca,postsub,import_share
Canada,1.409428851493896,ca,presub,contribution
Canada,1.8038265177756363,ca,postsub,contribution
Mexico,10.701341118121713,mx,presub,rate
Mexico,10.701341118121713,mx,postsub,rate
Mexico,15.481,mx,presub,import_share
Mexico,18.280569631827113,mx,postsub,import_share
Mexico,1.6566746184964223,mx,presub,contribution
Mexico,1.956266114637586,mx,postsub,contribution
Rest of World,11.22162560054698,row,presub,rate
Rest of World,11.22162560054698,row,postsub,rate
Rest of World,58.269000000000005,row,presub,import_share
Rest of World,58.472961777758435,row,postsub,import_share
Rest of World,6.5387290211827205,row,presub,contribution
Rest of World,6.561616848250991,row,postsub,contribution
Total,13.403947635455783,total,presub,rate
Total,12.297204966895714,total,postsub,rate
Total,100,total,presub,import_share
Total,100,total,postsub,import_share
Total,13.403947635455783,total,presub,contribution
Total,12.297204966895714,total,postsub,contribution
