category,value,country_code,substitution,metric
China,19.38701358334248,chn,presub,rate
China,18.91750114012343,chn,postsub,rate
China,13.38082913438446,chn,presub,import_share
China,14.131709483287972,chn,postsub,import_share
China,2.594143161846963,chn,presub,contribution
China,2.673366302619933,chn,postsub,contribution
Canada,6.994082336931882,ca,presub,rate
Canada,4.518854057466192,ca,postsub,rate
Canada,12.563817739953432,ca,presub,import_share
Canada,13.750862504480791,ca,postsub,import_share
Canada,0.8787237573943975,ca,presub,contribution
Canada,0.6213814082203275,ca,postsub,contribution
Mexico,11.2256625851794,mx,presub,rate
Mexico,9.56338498682461,mx,postsub,rate
Mexico,15.73784723824988,mx,presub,import_share
Mexico,15.456835189206968,mx,postsub,import_share
Mexico,1.766677629136906,mx,presub,contribution
Mexico,1.478196655922843,mx,postsub,contribution
EU,6.504261519713593,eu,presub,rate
EU,4.978750106277507,eu,postsub,rate
EU,18.00468203492716,eu,presub,import_share
EU,18.2260662809777,eu,postsub,import_share
EU,1.171071605344553,eu,presub,contribution
EU,0.9074302943343862,eu,postsub,contribution
Japan,11.1094938524695,jpn,presub,rate
Japan,9.722037079128686,jpn,postsub,rate
Japan,4.637448378582677,jpn,presub,import_share
Japan,4.342212827750883,jpn,postsub,import_share
Japan,0.515197042530089,jpn,presub,contribution
Japan,0.422151541168623,jpn,postsub,contribution
UK,4.897476534738973,uk,presub,rate
UK,4.755564909972387,uk,postsub,rate
UK,1.994973759797959,uk,presub,import_share
UK,2.208972574334931,uk,postsub,import_share
UK,0.0977033717603049,uk,presub,contribution
UK,0.1050491246159857,uk,postsub,contribution
FTA Partners,9.096998222527965,fta_partners,presub,rate
FTA Partners,5.777434012790369,fta_partners,postsub,rate
FTA Partners,9.236821713906023,fta_partners,presub,import_share
FTA Partners,9.162473359417527,fta_partners,postsub,import_share
FTA Partners,0.840273507132108,fta_partners,presub,contribution
FTA Partners,0.5293558522798445,fta_partners,postsub,contribution
Rest of World,7.339690424537432,row,presub,rate
Rest of World,6.492291970711532,row,postsub,rate
Rest of World,24.44358000019841,row,presub,import_share
Rest of World,22.72086778054322,row,postsub,import_share
Rest of World,1.79408310068871,row,presub,contribution
Rest of World,1.475105074592191,row,postsub,contribution
Total,9.657873175834032,total,presub,rate
Total,8.212036253754134,total,postsub,rate
Total,100,total,presub,import_share
Total,100,total,postsub,import_share
Total,9.657873175834032,total,presub,contribution
Total,8.212036253754134,total,postsub,contribution
